match_id,started_at,demo_url
1-9e248b2d-e5cb-4027-b135-e00822439105,1535756148,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/82cf60ed-680c-41a5-b3a4-e93a0e64d600/82cf60ed-680c-41a5-b3a4-e93a0e64d600.dem.gz
1-dca2704d-4c21-4f02-940d-4e067f05f184,1535753644,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/63e5a711-06d6-4d5d-85e7-38d394627313/63e5a711-06d6-4d5d-85e7-38d394627313.dem.gz
1-ce83b4f9-70ab-4402-a4bb-91ae42d2bea0,1535752703,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/d079bf9d-ab44-4743-a8d7-35e750c49236/d079bf9d-ab44-4743-a8d7-35e750c49236.dem.gz
1-754d2cea-abb0-417a-8d08-354fdbd5ec2f,1535750335,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/b0db5215-8fb4-43a0-8f75-2c32f7c2351b/b0db5215-8fb4-43a0-8f75-2c32f7c2351b.dem.gz
1-b26081cf-9be6-461b-ab17-be4890a3dc17,1535748459,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/bf0d63ee-c948-4a18-b171-72e571be3c4d/bf0d63ee-c948-4a18-b171-72e571be3c4d.dem.gz
1-e648102e-9980-4ccd-b1af-25398e5dc333,1535746208,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/7a4515ad-1b73-4d15-b285-4d6545d09432/7a4515ad-1b73-4d15-b285-4d6545d09432.dem.gz
1-ff907ab9-9d2b-42a3-a202-f746623b7e83,1535743607,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/006cb811-b76f-444d-98e1-3fc124f28fe5/006cb811-b76f-444d-98e1-3fc124f28fe5.dem.gz
1-ff49b90c-9909-4cf1-9ce2-844a335f7745,1535740619,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/9f825148-4fae-4bb0-8bef-1d7e664ca03c/9f825148-4fae-4bb0-8bef-1d7e664ca03c.dem.gz
1-3279eead-f0b2-4570-90f5-4d42abd7c2f8,1535678307,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/18b5d2e1-0ae5-420a-bd49-c4bc7ffaf881/18b5d2e1-0ae5-420a-bd49-c4bc7ffaf881.dem.gz
1-387bd456-376c-41b5-83e7-0cbf5c08e921,1535674757,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/ee6ce924-8799-40c8-9d6b-cc9e18a75af3/ee6ce924-8799-40c8-9d6b-cc9e18a75af3.dem.gz
1-f15d45c9-56a6-474b-ad5d-76c15b0e13ea,1535672310,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/71437c71-9646-4565-a81a-81b269707690/71437c71-9646-4565-a81a-81b269707690.dem.gz
1-9f6100e8-264d-4f4a-98bd-85ea36937c28,1535672403,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/3ceaacfd-7d38-47d8-a0e2-fa1b08f725f7/3ceaacfd-7d38-47d8-a0e2-fa1b08f725f7.dem.gz
